"","date","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czechia","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Sweden","United.Kingdom"
"377",2021-02-01,7.40508704645958,5.69157975295576,8.24281121862321,9.78841806897817,3.3108840174495,18.2444740746305,5.85592932651129,6.71789375160399,1.06924367682817,8.70131195519524,13.0042186740556,3.17960606266024,11.9618253029135,14.2937539761512,10.4225436022995,11.4064401073351,12.6691728246959,4.39815342713889,5.67308062460618,5.65901386302166,10.0466618063471,36.2862603520205,5.82555536703626,21.741439789697,15.1856785595519,12.3946927645981,25.1218687465407
"378",2021-02-02,7.31478110686861,5.40350899858837,8.05709796759704,9.49402955562545,3.08254718865988,17.831320775977,5.56313286018573,6.03855618121707,1.14173477356228,8.80576948166817,12.039381775397,3.10501119902012,11.6241518769117,14.4772686491689,10.2502427702157,10.7814296904948,12.490229705703,4.23525885576337,5.67308062460618,5.52014235718064,9.94922367087273,36.6949551588816,5.89251577355392,21.0442459399008,14.8973428906996,14.5842914864198,24.8802978889768
"379",2021-02-03,7.50668122849943,5.62174441856366,8.09995487168,9.24870579449817,2.96837877426507,17.4932862588969,5.13254982147166,6.34048399027792,0.960507031726997,8.87739749982104,11.7635420128591,3.10501119902012,11.5013615401838,15.1705463027911,10.1707193092539,11.3543559059318,12.3112865867101,4.07236428438786,5.87569064691354,5.38705716408299,9.89128748221227,36.8993025623121,5.74314255901452,21.1359819727687,14.7531750562735,11.1630434835734,24.124076073994
"380",2021-02-04,7.31478110686861,5.58682675136762,7.58567202268445,9.02791440948363,3.08254718865988,17.3993877819302,4.73641342585472,6.71789375160399,1.01487535427758,8.35958661859094,11.753905689277,3.10501119902012,11.4501988998804,15.6599187641714,10.0050454322503,11.6668611143519,11.5955141107386,4.23525885576337,5.67308062460618,5.24818565824197,9.96239098647738,36.9382258772512,5.77404736202267,21.5579677239611,14.2245596633777,10.8209186832887,23.5524083924297
"381",2021-02-05,7.25833989462426,5.41223841538738,7.18567425124346,8.63539639167999,3.42505243184431,17.3336588480535,4.47806360262628,6.71789375160399,0.797402064075243,8.89530450435926,11.5768382434558,3.02109197742498,11.4501988998804,15.3132799373603,9.8476552490968,12.1356189269821,11.1302620013571,4.5610479985144,5.87569064691354,5.08616890142744,10.0176937120169,37.1717657668861,5.76889656152132,21.209370799063,13.7440002152906,10.8502436661703,22.9732385103198
"382",2021-02-06,6.82938668156715,5.46461491618145,7.14281734716049,8.4636697588909,3.53922084623912,17.4557268681102,4.2369371009464,6.64241179933878,0.797402064075243,8.83710673961005,11.6575424534559,3.06771376720006,11.4808964840624,14.82390747598,9.67701115578305,11.979366322772,10.5934326443785,4.5610479985144,5.87569064691354,4.92993845735629,9.85178553539833,36.5879160427989,5.59892014497649,21.4662316910932,13.5998323808645,10.8502436661703,22.1870078931552
"383",2021-02-07,6.70521601462956,5.32494424739726,7.29995932879803,8.39007263055272,3.19671560305469,17.5214558019869,4.01303392081509,6.41596594254314,0.797402064075243,8.83561448923187,11.3371346943508,3.03974069333501,11.4808964840624,14.599611764514,9.62896573145199,11.8751979199653,10.128180534997,4.5610479985144,6.28091069152827,5.03409208673706,9.80701666234252,35.897027202629,5.69163455400094,20.7506906347234,12.6387134846903,10.8502436661703,21.8344044675184
"384",2021-02-08,6.55846886279423,5.31621483059825,7.71424273493333,8.31647550221454,2.96837877426507,17.6529136697403,3.5480042390039,6.26500203801271,0.598051548056432,8.85650599452646,10.9179546185291,3.03974069333501,11.5729892366084,14.4772686491689,9.44175425043787,12.1356189269821,10.0566032873998,5.04973171264094,5.87569064691354,4.95887002107317,9.82545090418903,35.352100793481,5.76889656152132,22.0716895080215,12.3023218710294,10.8502436661703,21.4427895990452
"385",2021-02-09,6.27626280157245,5.17654416181406,8.08566923698568,8.39007263055272,2.96837877426507,17.6435238220436,3.6857908113924,6.1895200857475,0.869893160809356,9.02065353612678,11.3070211831567,3.03041633538,11.6241518769117,13.9878961877885,9.24460233680353,12.3439557325955,10.0566032873998,4.88683714126543,5.87569064691354,4.95887002107317,9.73064623183556,34.4957878648197,5.7585949605186,20.5855657755612,11.9178743125597,9.1982696305101,20.566532575335
"386",2021-02-10,6.20853334687922,5.05433232662789,8.32852502678914,7.97302223663636,2.74004194547545,17.3806080865368,3.53078091745534,5.96307422895186,0.779279289891715,8.9400720157048,11.0504540677831,2.89055096605477,11.7571747417003,13.7432099570983,9.02756955792875,13.3856397606627,9.59135117801834,5.04973171264094,5.67308062460618,5.02830577399368,9.65690926444952,33.2113184718278,5.76889656152132,20.9341627004593,11.6295386437075,8.80726985875622,19.4802139363518
"387",2021-02-11,5.99405674035067,4.96703815863777,8.39995320026074,7.85036035607272,2.74004194547545,17.1646415895134,3.4102176666154,5.58566446762579,0.797402064075243,8.96394802175576,10.047071874796,2.92784839787483,11.7981048539429,13.8451625532193,8.86023894215507,13.9585659760996,9.44819668282404,4.88683714126543,5.06525055768409,4.95887002107317,9.83335129355182,31.8879257638968,5.64012654898736,22.3468976066252,11.0048113611942,8.30874514977002,18.6414679153689
"388",2021-02-12,5.77958013382211,5.07179116022591,8.3713819308721,7.60503659494545,2.39753670229102,17.1834212849068,3.37577102351827,5.81211032442143,0.706788193157602,8.70131195519524,10.220525699274,2.91852403991981,11.9618253029135,13.2742280149422,8.59350400017919,13.8023133718895,9.73450567321265,4.72394256988992,4.86264053537672,5.01094683576356,9.59633961266814,30.6326488571093,5.56801534196834,22.7138417380969,10.7645316371507,8.18167022395001,17.9077527020226
"389",2021-02-13,5.55381528484469,4.95830874183876,8.28566812270617,7.3842452099309,2.51170511668583,17.3430486957502,3.06575123564415,6.03855618121707,0.706788193157602,8.63863743931148,9.49780143061583,3.02109197742498,12.0027554151562,13.029541784252,8.41126273547518,13.6981449690828,9.51977393042119,4.72394256988992,5.06525055768409,4.88364795540929,9.55157073961233,29.2314095193,5.46499933194118,22.8789665972592,10.3320281338723,8.18167022395001,17.0314956783124
"390",2021-02-14,5.53123879994695,4.97576757543678,8.27138248801185,7.13892144880363,2.62587353108064,17.2303705233901,2.87629469860996,5.73662837215622,0.706788193157602,8.59685442872231,9.56886931703388,3.07703812515508,12.0948481677021,13.0703228227004,8.3847549151546,13.3335555592593,9.37661943522689,4.72394256988992,5.26786057999145,4.79106695151527,9.55157073961233,27.6258227780601,5.31047531690043,22.8055777709648,10.2839721890636,8.18167022395001,16.5348500022026
"391",2021-02-15,5.00069140484999,5.04560290982888,7.5571007532958,6.99172719212727,2.51170511668583,17.4463370204135,2.68683816157577,5.96307422895186,0.706788193157602,8.53119541208218,8.70762289688292,3.01176761946997,12.0129879432168,12.8664176304585,8.26712646248201,13.8543975732929,8.94715594964397,4.39815342713889,5.26786057999145,4.79106695151527,9.50680186655653,25.8256194621245,5.37228492291673,22.7688833578177,9.89952463059395,8.18167022395001,16.2767743034387
"392",2021-02-16,4.66204413138385,5.03687349302987,7.49995821451852,7.01625956823999,2.28336828789621,17.6998629082236,2.54905158918727,6.34048399027792,0.652419870607017,8.3237726095145,8.23544304135959,3.07703812515508,12.0846156396415,11.45947180399,7.99707804296606,13.9064817746962,8.87557870204682,4.23525885576337,5.47047060229881,4.81421220248877,9.3540610055426,24.3757259806413,5.21776090787598,23.4660772076139,9.22674140327203,6.56879616546524,15.2984873523102
"393",2021-02-17,4.37983807016207,5.03687349302987,7.51424384921284,7.04079194435272,2.62587353108064,17.9627786437304,2.51460494609014,5.81211032442143,0.688665418974073,8.25214459136163,8.37878335464346,2.94649711378486,12.1971734483087,10.6846320734711,7.81980699457216,13.437723962066,8.80400145444967,4.72394256988992,5.06525055768409,4.95887002107317,8.9827427054915,23.2761423336104,5.08899089534202,23.4660772076139,8.69812601037624,6.15824640512366,14.4222303286
"394",2021-02-18,4.24437916077562,4.89720282424568,7.34281623288099,7.18798620102908,2.74004194547545,17.9627786437304,2.32514840905595,5.35921861083015,0.670542644790545,8.6565444438497,7.96321690016503,2.96514582969489,12.309731256976,10.113697535194,7.69720832558946,12.5002083368056,8.73242420685252,5.04973171264094,5.67308062460618,5.00516052302018,8.52715358557064,22.1084428854359,5.06838769333659,23.7596325127912,8.40979034152399,5.57174674749284,13.7320278784173
"395",2021-02-19,4.23309091832674,4.92339107464271,7.41424440635259,6.99172719212727,2.28336828789621,18.1881349884505,2.17013851511889,5.35921861083015,0.670542644790545,8.00592327896115,7.72953605329889,3.04906505129003,12.432521593704,9.95057338140058,7.6491629012584,11.6668611143519,8.48190384026249,5.21262628401646,4.86264053537672,4.94151108284304,8.19270376921256,20.2498545970916,5.09929249634473,23.8513685456591,8.02534278305432,5.21984695291434,13.0088157458346
"396",2021-02-20,4.22180267587787,4.67023798747137,7.54281511860148,6.77093580711272,2.1691998735014,18.4792202670473,2.03235194273039,5.43470056309536,0.688665418974073,7.95518676610287,7.62715011523899,2.99311890355994,12.5450794023712,9.40002936234768,7.42715990607351,10.9897664961083,8.41032659266534,5.21262628401646,4.86264053537672,4.94729739558642,8.11896680182653,18.907000231691,5.0786892943393,23.6495492733497,7.54478333496724,5.21984695291434,12.4356476241611
"397",2021-02-21,4.22180267587787,4.48692023469212,7.47138694512988,6.37841778930909,2.05503145910659,18.5825085917106,2.10124522892464,5.58566446762579,0.688665418974073,7.93727976156465,7.51392331314921,3.03041633538,12.37112642534,9.17573365088169,7.36420383281213,10.5730928848814,8.37453796886676,5.21262628401646,4.457420490762,4.76792170054177,8.12160026494746,17.5544150375556,4.97567328431214,23.9614517851006,7.3525595557324,5.21984695291434,12.1970776468154
"398",2021-02-22,4.12020849383803,4.36470839950595,7.32853059818667,6.15762640429454,1.94086304471178,18.7515258502507,2.18736183666745,5.58566446762579,0.815524838258771,7.74925621391338,7.43442364359681,3.02109197742498,12.1971734483087,9.17573365088169,7.30953145340093,10.364756079268,7.98086310708243,5.04973171264094,4.66003051306936,4.79685326425865,8.04786329756142,16.2407531583594,4.80569686776731,23.9614517851006,7.16033577649757,5.21984695291434,11.964509429906
"399",2021-02-23,4.09763200894029,4.22503773072176,7.08567480838321,5.83870551482909,1.82669463031697,19.1552893012075,1.7051088333077,5.96307422895186,0.561805999689376,7.31202685310525,6.96103924762573,3.03974069333501,12.2892662008547,8.74753274717387,7.20018669457852,10.7814296904948,7.76613136429097,4.72394256988992,4.457420490762,4.84314376620565,8.10053255998002,14.8784371354892,4.92931607979991,23.6495492733497,6.63172038360177,5.13187200426972,11.2082876149232
"400",2021-02-24,4.01861431179819,4.15520239632966,7.12853171246617,5.86323789094181,1.82669463031697,19.1552893012075,1.55009893937064,6.03855618121707,0.61617432223996,7.28516634629792,6.62256338180416,3.14230863084018,12.3301963130973,9.03300001631242,7.17036539671786,10.0001666694445,7.58718824529809,4.88683714126543,4.457420490762,4.73899013682489,8.12950065431025,13.7983151459279,4.89841127679176,23.3559939681724,6.48755254917565,4.56492233522659,10.3695415939403
"401",2021-02-25,4.00732606934932,3.97188464355041,7.39995877165827,5.54431700147636,1.59835780152734,19.371255798231,1.41231236698213,6.56692984707356,0.579928773872904,7.13743355885763,6.16604255210176,3.30082271607544,12.5655444584926,8.66597067027715,7.03285607880483,9.21890364839414,7.01457026452088,4.88683714126543,5.06525055768409,4.50753762708985,7.68181192375218,12.650077355223,4.98082408481349,22.5670640855083,6.34338471474952,4.18369755776655,9.8353849151033
"402",2021-02-26,3.8944436448606,3.79729630757018,7.62852892676741,5.42165512091272,1.48418938713253,19.6905106199177,1.25730247304507,6.71789375160399,0.579928773872904,6.97925501877005,6.22506503404218,3.37541757971557,12.8111251319484,8.86987586251896,6.92848153629254,8.85431423857064,6.69247265033369,5.04973171264094,5.06525055768409,4.50753762708985,7.71341348120334,11.7645719403574,4.92416527929855,22.622105705229,6.29532876994081,3.89044772895114,9.21420270993888
"403",2021-02-27,3.87186715996286,3.64889622198697,7.98566979412543,5.20086373589818,1.37002097273772,20.0567146800879,1.27452579459363,7.01982156066484,0.579928773872904,6.95836351347546,6.14556536448978,3.40339065358061,12.9543805247977,7.78917834363734,6.87712263442141,8.906398439974,6.33458641234793,5.04973171264094,4.66003051306936,4.36866612124883,7.76081581738008,10.6357958071221,4.9550700823067,23.1725219024365,6.29532876994081,3.89044772895114,8.71905747393826
"404",2021-02-28,3.95088485710496,3.62270797158994,8.09995487168,5.10273423144727,1.25585255834291,20.6201055418881,1.18840918685082,7.09530351293006,0.579928773872904,6.89121224645715,6.07690655896726,3.52460730699581,12.974845580919,7.56488263217135,6.82907721009035,8.69806163436057,6.22722054095221,5.04973171264094,4.457420490762,4.3513071830187,7.80031776419402,9.6919054198478,5.06838769333659,23.9247573719535,5.71865743223631,3.89044772895114,8.54650686139258
