"","date","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czechia","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Sweden","United.Kingdom"
"452",2021-04-17,4.92167370770789,5.132897077819,23.2998701864375,12.2171233041382,2.62587353108064,14.357077128209,0.413359717165503,11.3977747920472,0.743033741524658,6.16150181152481,3.56664426582796,10.2101719607418,35.5580350107994,2.44686230690178,9.89404393465782,6.51052517541959,5.33250494598781,5.701309998143,2.43132026768836,2.01363683469482,18.6659866011503,0.651965525230725,10.8115302523511,20.0901911980744,4.08475530874022,2.83474834521565,0.660193648000832
"453",2021-04-18,5.06842085954322,5.04560290982888,22.9427293190795,12.3643175608145,3.08254718865988,13.9063644387688,0.447806360262628,11.3977747920472,0.743033741524658,6.09435054450649,3.60398501970863,10.0889553073266,35.4966398424354,2.40608126845342,9.76978852690509,6.35427257120952,5.36829356978638,5.701309998143,2.228710245381,1.94998739451769,18.6738869905131,0.642234696495938,11.1360306839367,19.8333303060442,4.03669936393151,2.83474834521565,0.660193648000832
"454",2021-04-19,4.96682667750338,5.0630617434269,23.2284420129659,12.7077708263927,3.42505243184431,13.8500253525888,0.499476324908316,11.322292839782,0.815524838258771,6.46741313905268,3.87500662045544,10.1355770971017,35.3329193934649,2.40608126845342,9.80292330230582,6.35427257120952,5.54723668877926,5.86420456951852,2.02610022307363,2.0194231474382,18.7713251259875,0.593580552822004,11.2854038984761,19.7782886863235,4.08475530874022,2.83474834521565,0.62718396560079
"455",2021-04-20,4.98940316240112,5.12416766101999,24.742719290564,13.0021593397454,3.65338926063393,13.8124659618021,0.533922968005441,10.5674733171299,0.598051548056432,6.41070762468166,4.1375964380679,10.2101719607418,35.629662707224,2.44686230690178,9.75156440043469,6.9792829880498,5.7977570553693,4.07236428438786,2.43132026768836,2.0425683984117,20.1960286744105,0.622773039026364,11.4965867190318,21.0992875596215,3.98864341912281,2.85429833380335,0.646689687018996
"456",2021-04-21,5.09099734444096,4.94084990824074,22.6284453558044,13.3210802292109,3.53922084623912,12.9767695167984,0.516699646456879,10.0390996512734,0.670542644790545,6.24954458383771,3.83405224523147,10.312739898247,34.5654797889152,2.52842438379851,9.3158421039151,6.92719878664644,5.97670017436218,4.23525885576337,2.228710245381,2.03678208566833,20.4620084496244,0.603311381556791,11.4965867190318,19.4663861745726,4.03669936393151,2.78587337374642,0.609178684291676
"457",2021-04-22,4.96682667750338,4.89720282424568,20.6855990373768,13.5664039903382,3.3108840174495,12.4039888073015,0.533922968005441,9.81265379447774,0.652419870607017,6.16000956114662,3.79912057224633,10.331388614157,33.9719931613968,2.63037697991942,9.10543628012046,6.51052517541959,6.11985466955648,4.5610479985144,2.02610022307363,2.0425683984117,19.7746745750618,0.554657237882856,11.3832691080019,18.9893588036594,4.32503503278377,2.80542336233411,0.559664160691614
"458",2021-04-23,4.86523249546354,4.92339107464271,21.6855934659793,13.4682744858873,3.19671560305469,11.6997502300513,0.620039575748254,9.05783427182561,0.634297096423489,6.16150181152481,3.85091581150016,10.312739898247,33.1738559726652,1.99827088396979,8.48250250258675,5.88551475857931,6.19143191715363,4.39815342713889,2.228710245381,1.90948320531406,19.1716115203688,0.515733922943708,11.5686979260508,18.2371233341424,4.56531475682731,2.95204827674182,0.531155798618851
"459",2021-04-24,4.6056029191395,4.90593224104469,21.5427371190361,13.3946773575491,3.3108840174495,11.136359368251,0.602816254199692,8.83138841502997,0.634297096423489,6.17642431530666,3.86416575642556,10.4153078357522,32.8361825466634,1.81475621095216,8.44605424964595,5.98968316138602,6.0840660457579,4.39815342713889,2.02610022307363,1.90948320531406,18.5553811500713,0.47681060800456,11.6459599335712,17.81513758295,4.37309097759247,2.95204827674182,0.519152277746109
"460",2021-04-25,4.51529697954853,4.80990865625556,21.271310059844,13.3946773575491,2.96837877426507,10.8358842419576,0.585592932651129,8.68042451049954,0.634297096423489,6.13016455358293,3.81959775985831,10.4619296255273,32.8259500186027,1.79436569172797,8.25718602986179,6.04176736278938,5.76196843157072,4.39815342713889,2.228710245381,1.86319270336705,18.4184410677829,0.47681060800456,11.6356583325684,17.0629021134331,4.27697908797506,2.95204827674182,0.52515403818248
"461",2021-04-26,4.42499103995756,4.90593224104469,21.1713106169837,14.03251913648,2.96837877426507,10.1785949031907,0.585592932651129,8.15205084464305,0.579928773872904,6.14956380849933,3.87018845866438,10.4992270573473,31.6492092916266,1.81475621095216,8.16275191996971,6.04176736278938,5.72617980777214,3.09499685613477,2.228710245381,1.81690220142004,18.3183694691876,0.457348950534986,11.6562615345739,16.5308331227991,4.22892314316635,2.95204827674182,0.513150517309737
"462",2021-04-27,4.26695564567336,4.6964262378684,20.5141714210449,14.6948932915236,3.19671560305469,9.73727206144716,0.568369611102566,7.47271327425613,0.561805999689376,6.1525483092557,3.84007494747029,10.4899026993923,30.7385142942277,1.6516320571587,7.99210782665595,5.62509375156253,5.86933430296645,2.2805239992572,2.02610022307363,1.79375695044654,17.8311787918156,0.457348950534986,11.5480947240453,15.7052088269879,4.37309097759247,3.0106982425049,0.50414787665518
"463",2021-04-28,4.210514433429,4.68769682106939,20.0998880149096,14.7684904198618,3.3108840174495,9.54947510751376,0.585592932651129,6.86885765613442,0.543683225505847,6.17940881606302,3.80755235538068,10.322064256202,29.7459590723436,1.71280361483125,7.78501548040139,5.15633593893232,6.51352953134081,1.30315657100411,2.02610022307363,1.6838170083224,17.3887569874994,0.408694806861052,11.4759835170263,14.9162789443238,4.85365042567956,2.73699840227718,0.490643915673345
"464",2021-04-29,4.1314967362869,4.79244982265753,19.8427465904119,14.6703609154109,3.3108840174495,9.23961013352363,0.585592932651129,7.09530351293006,0.507437677138791,6.19433131984487,3.84609764970911,10.0330091595965,29.0296821080972,1.61085101871034,7.63259551355804,4.94799913331889,6.65668402653512,1.46605114237963,2.02610022307363,1.78797063770316,17.0148052243273,0.398963978126265,11.1823878884489,14.1273490616596,4.85365042567956,2.35577362481715,0.481641275018789
"465",2021-04-30,4.08634376649142,4.79244982265753,18.557039467923,14.5967637870727,2.85421035987026,8.92035531183684,0.533922968005441,6.86885765613442,0.489314902955263,6.13613355509567,3.85814305418675,9.79990021072116,28.4259629525182,1.46811738414107,7.35757687773198,4.63549392489875,6.58510677893797,1.79184028513066,1.62088017845891,1.84004745239355,16.5750168831321,0.360040663187117,11.1875386889503,13.0999054935389,4.94976231529698,2.54149851640024,0.454633353055118
"466",2021-05-01,4.09763200894029,4.71388507146643,18.6570389107832,14.8911523004254,3.19671560305469,8.63865988093673,0.637262897296817,6.34048399027792,0.489314902955263,6.14061030623022,3.89789288896294,9.84652200049624,27.8529413811212,1.44772686491689,7.21841082104892,4.73966232770546,6.65668402653512,1.79184028513066,1.21566013384418,1.77639801221641,16.0614915745508,0.330848176982756,10.9299986638824,12.6412253291993,5.04587420491439,2.54149851640024,0.411120589891427
"467",2021-05-02,3.91702012975835,4.74880273866247,18.5284681985343,15.2100731898909,2.85421035987026,8.61049033784672,0.602816254199692,5.73662837215622,0.489314902955263,6.10181179639742,3.902711050754,9.24043873342024,26.7887584628123,1.42733634569271,7.04113977265502,4.73966232770546,6.79983852172942,1.79184028513066,1.41827015615154,1.72432119752603,15.8955833979322,0.311386519513182,10.5591410277846,12.1091563385654,4.99781826010568,2.54149851640024,0.417122350327798
"468",2021-05-03,3.81542594771851,4.71388507146643,16.2284810127486,15.1364760615527,2.62587353108064,7.82174313132641,0.533922968005441,5.43470056309536,0.434946580404678,5.89886574496429,3.91716553612716,9.7626027789011,25.8575984092921,1.42733634569271,6.94173544645283,5.10425173752896,6.65668402653512,2.2805239992572,1.41827015615154,1.69538963380915,15.7270417581927,0.301655690778395,10.2964502022153,11.6504761742258,4.90170637048827,2.54149851640024,0.409620149782334
"469",2021-05-04,3.74769649302528,4.65277915387334,15.5856274515042,15.2346055660036,3.08254718865988,7.33347105109955,0.482253003359753,5.51018251536058,0.41682380622115,5.70338094542209,3.86657483732109,9.70665663117101,25.2231816695311,1.24382167267507,6.80091265099973,4.58340972349539,6.835627145528,2.2805239992572,1.01305011153682,1.71274857203928,14.2180673898999,0.291924862043608,9.55988573052104,11.2101432164598,4.85365042567956,2.60014848216332,0.369108266836829
"470",2021-05-05,3.54450812894559,4.70515565466741,16.4999080719407,15.2836703182291,3.53922084623912,7.21140303104284,0.447806360262628,5.58566446762579,0.344332709487037,5.60041566932734,3.85814305418675,9.79990021072116,24.4148119527388,1.20304063422671,6.64020899030619,4.53132552209203,6.835627145528,1.95473485650617,1.01305011153682,1.7301075102694,13.1910167727373,0.301655690778395,9.38990931397621,10.6780742258259,4.94976231529698,2.81519835662796,0.379611347600478
"471",2021-05-06,3.46549043180349,4.67023798747137,16.8856202086874,15.1364760615527,3.65338926063393,6.89214820935604,0.447806360262628,5.0572908017693,0.30808716111998,5.50491164512352,3.88102932269425,9.87449507436129,23.4938844272793,1.12147855732998,6.47122163576247,4.68757812630211,6.51352953134081,1.79184028513066,1.01305011153682,1.7301075102694,12.7064595584862,0.311386519513182,9.10146448590015,10.3294773009278,4.56531475682731,2.69789842510179,0.369108266836829
