"","date","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czechia","Denmark","Estonia","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Sweden","United.Kingdom"
"71",2020-04-01,102.327917799018,108.92566281807,4.71425944912593,21.6375557314254,25.3453879956479,28.5826963886646,35.3078091745534,39.3260971301762,20.1162793437164,71.5548978843367,78.9516036486638,6.88137617080135,4.77859060432901,64.3320881522927,124.025121063701,19.5315755262588,17.3574825423093,344.684913030588,30.3915033461045,66.9997152555499,6.0648655675013,75.9296566175425,11.3317611029883,5.57755079836952,27.199664761729,38.2202276889421,57.1862738778538
"72",2020-04-02,102.903618163911,118.309785877008,5.18568539403852,22.2263327581309,29.9121245714403,29.709478112265,38.4941236610375,44.6098337887411,20.2612615371846,71.9413907322865,83.6842430679269,6.88137617080135,5.23905436705879,67.1255892860056,122.941613908097,19.3753229220487,19.4332227226267,350.549117600107,28.973233189953,70.911262670072,6.82330294632907,80.2696062332575,12.6761200338428,5.90780051669403,29.3621822781209,42.2377503437132,62.9269577352429
"73",2020-04-03,103.129383012888,126.69002600406,5.11425722056691,23.3302896832036,34.0221874896535,30.592123795752,43.0927505145037,51.1767636358147,21.1130319238104,77.074732033242,85.8969838704686,10.4246321937072,5.50510009663599,73.2019640148117,120.620522891276,19.8961649360823,20.9005562983683,346.639647887094,27.9601830784162,73.7812737907865,7.78978391171031,86.273527562621,14.8085514414052,5.99953654956195,28.4971752715641,46.3530229414229,68.474084818559
"74",2020-04-04,101.221670039029,136.31857273337,4.85711579606914,22.5697860237091,37.5614083358926,32.6485004413228,47.3813575800958,55.3282710104014,24.6288501154149,49.0577311828235,88.9902437403255,10.6577411425826,5.88370363488048,77.8713929171492,117.717916566172,20.0524175402923,21.9742150123256,335.399922462184,28.3654031230309,75.3262192932679,8.14003450679397,89.9517808243705,16.7194984274091,6.12796699557704,28.5452312163729,48.5230716746569,72.7278325278371
"75",2020-04-05,95.6001252994912,142.202199655904,4.91425833484642,22.7660450326109,39.0455977230251,32.5546019643561,51.2221582854252,58.1965851964795,23.5777292127703,NA,90.6416686942094,10.3593616880221,6.15998189251834,83.3564425884541,115.656933536246,20.5211753529225,21.6521173981384,326.766510179282,27.7575730561088,79.1046815146923,9.1328501033845,94.174960495268,17.6723965201604,5.63259241809027,28.0166158234771,50.693120407891,76.1263293749323
"76",2020-04-06,88.3079206775203,149.019874175932,4.9714008736237,22.2508651342436,40.0731134525784,33.6719938402599,55.6485519234058,57.0643559125013,26.7492146948877,NA,89.5190369968937,9.8838194323163,5.9041686910018,86.4354109913055,113.685414399903,18.8544809080151,22.2605240027142,320.576516467012,27.1497429891867,81.5233602414235,9.64900887508673,94.0971138653897,17.9299365452283,6.4031750941808,27.8243920442422,52.7165442267173,80.552627696756
"77",2020-04-07,83.0363114538974,156.474796122288,5.12854285526124,22.0791385014545,39.8447766237888,34.0194182050367,59.9371589889979,58.8759227668664,27.4741256622288,NA,89.9514670176408,10.1542258130117,6.44649267821687,89.3104742019151,110.024021718122,18.2815546925782,22.0815808837213,304.775743043587,37.0776340822475,81.3439845463788,10.3942789383099,98.0867536466524,18.6613502164212,6.91689687824115,27.8243920442422,57.6822413279916,85.1904880739618
"78",2020-04-08,83.0137349689997,161.197410610554,5.01425777770667,22.1036708775673,42.2423133260798,34.3480628744202,63.3473766556133,58.9514047191317,29.1232981129299,NA,91.5125514379424,9.78125149481113,6.84556127258268,91.9612417010587,107.747662648092,18.541975699595,21.938426388527,277.08366590975,34.4437037922518,82.0151968246104,10.9394058043423,98.7289883431483,19.8563359327363,8.54979826329012,27.0554969273029,61.0155143821935,88.8545628203665
"79",2020-04-09,71.5110159135998,163.659106147875,5.05711468178963,22.3735270148073,44.9823552715553,34.2166050066668,64.7252423794983,50.4974260654278,29.848209080271,NA,89.4286964633115,10.4432809096172,7.35718767561576,96.9569189109831,104.435841846789,17.9690494841581,21.2942311601527,270.730777626105,41.1298345283948,83.1551004350555,11.4660984285283,101.317388786602,21.4942904921683,8.71492312245238,27.0074409824942,64.5247373336846,91.4923365321516
"80",2020-04-10,66.578053963443,169.202285815248,4.88568706545778,22.2999298864691,47.7223972170307,32.4231440966028,64.9835922027268,51.5541733971407,31.3161537891368,NA,85.8837339255432,10.9467962391881,9.10694997398891,121.690618729915,101.191947335058,17.2919548659144,21.6163287743398,263.563416485582,42.7507147068537,84.1387736014294,12.0243926101654,109.024205144553,21.504592093171,8.18285413181844,25.3735388589981,65.394711825837,93.1863334153174
